COUNT,RARITY,METATOON STUDIOS CHARACTER,BACKGROUND NAME,BACKGROUND COLOR,SKIN,SKIN COLOR NAME,BODY,BODY COLOR NAME,FACE,FACE COLOR NAME,FRECKLES,WHISKERS,TEETH,TEETH COLOR NAME,TONGUE,TONGUE COLOR,EYES,EYE COLOR NAME,TRAIT 1,TRAIT 1 - COLOR 1,TRAIT 1 - COLOR 2,TRAIT 2,TRAIT 2 - COLOR 1,TRAIT 2 - COLOR 2,TRAIT 3,TRAIT 3 - COLOR 1,TRAIT 3 - COLOR 2,TRAIT 4,TRAIT 4 - COLOR 1,TRAIT 4 - COLOR 2,PROP
500,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,TOON EYES,JUNGLE MINT,SEEING STARS,LEMONADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,HELL RED,XX,TUXEDO BLACK,SEEING STARS,SLEEPY GREY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,EXHILARATION,DARK WHITE,SEEING STARS,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,PAYDAY,PASTEL PINK ,THUMPED,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
504,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,SOULESS,MORNING BLEND,THUMPED,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,KILLER PINK,TOON EYES,KILLER PINK,THUMPED,BILLIE GREEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,ANGRY,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,TOON EYES,JUNGLE MINT,10 GALLON,SLEEPY GREY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,ANGRY,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,TOON EYES,ROYAL BLUE,10 GALLON,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,HOWLING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,PABLO'S WEB,MORNING BLEND,10 GALLON,BONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,SOULESS,JUST BROWM,CUPIDS BOW,ROYAL BLUE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,LOONY EYES,LEMONADE,CUPIDS BOW,PASTEL PINK ,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
511,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,HELL RED,XX,TUXEDO BLACK,CUPIDS BOW,HELL RED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,XX,TUXEDO BLACK,ARTEMIS'S BOW,TUXEDO BLACK,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,LOONY EYES,SLEEPY GREY,ARTEMIS'S BOW,POW RED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,EXHILARATION,FIAT YELLOW,ARTEMIS'S BOW,ROYAL BLUE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
515,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,INFATUATION,PASTEL PINK ,ARTEMIS'S BOW,ROYAL BLUE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,?,?,LAST WORDS,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,?,?,LAST WORDS,SLEEPY GREY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,?,?,LAST WORDS,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,?,?,LAST WORDS,MOONLIGHT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,POW RED,EXHILARATION,POW RED,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,ANGRY,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,PAYDAY,ROYAL BLUE,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,ANGRY,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,BRIORANGE,TOON EYES,FIAT YELLOW,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,ANGRY,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,TOON EYES,FIAT YELLOW,SALVATION,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,ANGRY,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,HELL RED,TOON EYES,DARK WHITE,SALVATION,TUXEDO BLACK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,HOWLING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,XX,TUXEDO BLACK,SALVATION,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,XX,TUXEDO BLACK,SCENE OF THE CRIME,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,LAUGHING,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,TOON EYES,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,KETCHUP YELLOW,ANGRY,PERUVIAN BLEND,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,TOON EYES,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,EXHILARATION,ROYAL BLUE,CONDEMNED,DARK WHITE,NA,BLOWIN STEAM,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA
530,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,INFATUATION,FIAT YELLOW,STICK EM UP,LEMONADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,BILLIE GREEN,EXHILARATION,BILLIE GREEN,KA BOOM,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,TOON EYES,DARK WHITE,BLOWIN STEAM,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,HADES LENS,INNER VOID,BLOWIN STEAM,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,ANGRY,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,TOON EYES,FIAT YELLOW,BLOWIN STEAM,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,ANGRY,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,PAYDAY,JUNGLE MINT,BLOWIN STEAM,LEMONADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,ANGRY,IVORY,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,PAYDAY,FIAT YELLOW,MIND BLOWN,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,HOWLING,IVORY,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,XX,TUXEDO BLACK,MIND BLOWN,HONEYCOMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,EXHILARATION,JUNGLE MINT,MIND BLOWN,BONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,INFATUATION,LEMONADE,MIND BLOWN,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,EXHILARATION,LEMONADE,SEEING STARS,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,XX,TUXEDO BLACK,SEEING STARS,LEMONADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,VICE BLUE,SOULESS,BLISS BROWN,SEEING STARS,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,PABLO'S WEB,BLISS BROWN,SEEING STARS,TUXEDO BLACK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,LOONY EYES,PASTEL PINK ,SEEING STARS,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,INFATUATION,LEMONADE,THUMPED,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,PAYDAY,FIAT YELLOW,THUMPED,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,XX,TUXEDO BLACK,THUMPED,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,ANGRY,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,TOON EYES,POW RED,THUMPED,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,ANGRY,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,TOON EYES,FIAT YELLOW,THUMPED,HONEYCOMB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,ANGRY,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,OG,DARK WHITE,INFATUATION,DARK WHITE,THUMPED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,HOWLING,PEACH COBBLER,YES,YES,WOLF FANGS,DARK WHITE,NA,NA,XX,TUXEDO BLACK,THUMPED,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,XX,TUXEDO BLACK,10 GALLON,LEMONADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,LOONY EYES,FIAT YELLOW,10 GALLON,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,INFATUATION,LEMONADE,10 GALLON,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,PAYDAY,JUNGLE MINT,10 GALLON,PASTEL PINK ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,XX,TUXEDO BLACK,CUPIDS BOW,PASTEL PINK ,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,SOULESS,MORNING BLEND,CUPIDS BOW,ROYAL BLUE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,TOON EYES,ROYAL BLUE,CUPIDS BOW,HONEYCOMB,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,TOON EYES,DARK WHITE,CUPIDS BOW,TUXEDO BLACK,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,TOON EYES,FIAT YELLOW,ARTEMIS'S BOW,FIAT YELLOW,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,ANGRY,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,XX,TUXEDO BLACK,ARTEMIS'S BOW,BILLIE GREEN,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,ANGRY,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,PAYDAY,BILLIE GREEN,ARTEMIS'S BOW,LEMONADE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,ANGRY,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,EXHILARATION,FIAT YELLOW,ARTEMIS'S BOW,ROYAL BLUE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,ANGRY,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,TOON EYES,FIAT YELLOW,ARTEMIS'S BOW,VICE BLUE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,ANGRY,CAPPUCCINO,YES,YES,WOLF FANGS,DARK WHITE,OG,HONEYCOMB,TOON EYES,SLEEPY GREY,ARTEMIS'S BOW,TUXEDO BLACK,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,LOONY EYES,FIAT YELLOW,ARTEMIS'S BOW,ROYAL BLUE,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,?,?,LAST WORDS,LEMONADE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,?,?,LAST WORDS,ROYAL BLUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,?,?,LAST WORDS,MOONLIGHT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,?,?,LAST WORDS,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,?,?,LAST WORDS,POW RED,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,PAYDAY,JUNGLE MINT,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,LEMONADE,EXHILARATION,VICE BLUE,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,INFATUATION,JUNGLE MINT,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,XX,TUXEDO BLACK,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,FIAT YELLOW,HADES LENS,MORNING BLEND,CONDEMNED,DARK WHITE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,JUNGLE MINT,PABLO'S WEB,MORNING BLEND,SALVATION,FIAT YELLOW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,LAUGHING,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,PASTEL PINK ,LOONY EYES,FIAT YELLOW,SALVATION,JUNGLE MINT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,GENISIS,LOUIS WOLF,GALLERY,Arctic White,NA,NA,TOON,FANTASTIC ORANGE,ANGRY,LUSH BROWN,YES,YES,WOLF FANGS,DARK WHITE,OG,ROYAL BLUE,TOON EYES,ROYAL BLUE,SALVATION,TUXEDO BLACK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
